id,name,year,rank
198202,"Lgrimas negras",1994,NULL
198203,"Lgrimas negras",1997,7.6
198204,"Lgrimas negras",1998,7.7
198205,"Lgrimas robadas",1954,NULL
198206,"Lhev a svet",1963,NULL
198207,"Lmps, A",1973,NULL
198208,Lngok,1940,NULL
198209,Lngok,1958,NULL
198210,"Lnyarcok tkrben",1972,NULL
198211,Lnyok,1970,NULL
198212,"Lp virga, A",1942,NULL
198213,"Lperdo szelleme, A",1984,NULL
198214,Lpide,1997,NULL
198215,"Lpiz del carpintero, El",2003,6
198216,"Lpiz que perdi el juicio, El",1949,NULL
198217,Lr,2000,NULL
198218,Lska,1949,NULL
198219,Lska,1973,NULL
198220,"Lska a lid",1937,NULL
198221,"Lska jako trm",1967,NULL
198222,"Lska je utrpenm",1919,NULL
198223,"Lska k zivotu",1970,NULL
198224,"Lska na druh pohled",1981,NULL
198225,"Lska na prvn pohled",1987,NULL
198226,"Lska nelskav",1968,NULL
198227,"Lska s vn pryskyrice",1984,NULL
198228,"Lska shora",2002,NULL
198229,"Lska z pasze",1984,7.3
198230,"Lska zlatnice Leonetty",1991,NULL
198231,"Lsky jedn plavovlsky",1965,7.7
198232,"Lsky Kacenky Strnadov",1926,NULL
198233,"Lsky mezi kapkami deste",1979,6.2
198234,"Lsstok feleim",1967,NULL
198235,"Lstima de ropa",1962,NULL
198236,"Ltigo contra Satans, El",1979,NULL
198237,"Ltigo negro contra el nima del ahorcado, El",1959,NULL
198238,"Ltigo negro contra los farsantes, El",1962,NULL
198239,"Ltigo negro, El",1958,NULL
198240,"Ltigo, El",1939,NULL
198241,"Ltigo, El",1978,NULL
198242,"Ltogats, A",1969,NULL
198243,Lz,1957,NULL
198244,"Lzaro Crdenas",1980,NULL
198245,"Lzaro Crdenas",1985,NULL
198246,"Lzaro de Tormes",2001,7.1
198248,"Lchez les chiennes",1972,NULL
198249,"Lcheln der Gioconda, Das",1958,NULL
198250,"Lcheln der Gioconda, Das",1966,NULL
198251,"Lcheln in Sturm, Ein",1951,NULL
198252,Lckan,1994,NULL
198253,"Lckra skaldjuren, De",1920,NULL
198254,Lderlappen,1958,NULL
198255,"Lhell synti",1955,NULL
198256,"Lmna mej inte ensam",1980,NULL
198257,"Lndliche Werbung",1961,NULL
198258,"Lngsta dagen, Den",1972,NULL
198259,"Lngste Sekunde, Die",1980,NULL
198260,"Lngta efter krlek",1968,NULL
198261,"Lngtan till havet",1931,NULL
198262,"Lnnen lokarin veli",1952,NULL
198263,"Lpi usvan",1948,NULL
198264,Lpimurto,1981,NULL
198265,"Lrarinna p vift",1941,NULL
198266,"Lrda fruntimmer",1968,NULL
198267,"Lrm um Weidemann",1935,NULL
198268,"Lstiger Bettgesell, A",1998,NULL
198269,"Lufer von Marathon, Der",1933,NULL
198270,Ldan,1968,7.3
198271,"Lgor i dunklet",1942,5.9
198272,"Ln meg din kone",1958,6.1
198274,"Lnga julmiddagen, Den",1956,NULL
198275,"Lnga straffet, Det",1980,NULL
198276,"Lnga vgen, Den",1947,NULL
198277,"Lngt borta och nra",1976,5.5
198278,"Lt dom andra skta krleken",2001,NULL
198279,Lgen,1918,NULL
198280,"Lgens offer",1909,NULL
198281,"Lger uden fejl",2003,NULL
198282,"Lnge leve friheden",1993,NULL
198283,"Lr at spille guitar med Ole Kibsgaard",2003,NULL
198284,Lraren,1963,NULL
198286,"Lvres colles",1906,NULL
198289,"Lvres gloutonnes",1978,NULL
198290,La,1991,NULL
198291,La,2003,NULL
198292,"La l'hiver",1971,NULL
198293,"Laud de Hurle-dents",2004,NULL
198294,"Laud l'unique",2001,NULL
198295,"Lderer-gy, A",1985,NULL
198296,"Lgataire universel, Le",1909,NULL
198297,Lgende,1992,NULL
198298,"Lgende de Joseph en gypte, La",1990,NULL
198299,"Lgende de l'aigle, La",1912,NULL
198300,"Lgende de l'Ankou, La",1995,NULL
198301,"Lgende de l'arc-en-ciel, La",1909,NULL
198302,"Lgende de la fileuse, La",1908,NULL
198303,"Lgende de Parva, La",2003,5.7
198304,"Lgende de Rip Van Winkle, Le",1905,NULL
198305,"Lgende de soeur Batrix, La",1923,NULL
198306,"Lgende de Terre-Blanche, La",1950,NULL
198307,"Lgende des phares, La",1909,NULL
198308,"Lgende du pauvre bossu, La",1982,NULL
198309,"Lgende du rugby, La",1995,NULL
198310,"Lgende, La",1993,NULL
198311,Lgendes,1965,NULL
198312,"Lgendes de la fort viennoise",1993,NULL
198313,"Lgendes et chteaux",1971,NULL
198314,Lgion,1972,NULL
198315,"Lgion saute sur Kolwezi, La",1980,4.2
198316,"Lgion trange, La",2004,NULL
198317,"Lgions d'honneur",1938,NULL
198318,"Lgitime dfense",1980,NULL
198319,"Lgitime violence",1982,5
198320,"Lgume en question, Le",2000,NULL
198321,"Lgy j mindhallig",1936,NULL
198322,"Lgy j mindhallig",1960,8.2
198323,"Lgy, A",1980,8.1
198324,Lgyfog,1998,NULL
198325,"Lgre et court vtue",1953,NULL
198326,"Lk c.2357",1950,NULL
198327,Llegzetvisszafojtva,1985,NULL
198328,"Llek rsa, A",1923,NULL
198329,Llekfolt,2000,NULL
198330,"Llekidomr, A",1919,NULL
198331,"Lleklt sugr, A",1918,NULL
198332,Llekveszt,1994,NULL
198333,Lnine,1982,NULL
198334,"Lnine par Lnine",1970,NULL
198335,"Lo Ferr, nuit d'absence",1986,NULL
198336,"Lo Gervais, sculpteur",1982,NULL
198337,Lolo,1992,7.2
198338,Lon,1994,8.4
198339,"Lon Blum  l'chelle humaine",1986,NULL
198340,"Lon la lune",1956,NULL
198341,"Lon Morin, prtre",1961,7.3
198342,"Lon Morin, prtre",1991,NULL
198343,"Lon tout court",1932,NULL
198344,"Lonce et les crevisses",1913,NULL
198345,"Lontine devient trottin",1909,NULL
198346,"Lontine garde la maison",1912,NULL
198347,"Lopard ne se dplace jamais sans ses taches, Le",2004,NULL
198348,"Lopard, Le",1984,5.5
198349,Lopold,2000,NULL
198350,"Lopold le bien-aim",1933,NULL
198351,"Lopold le bien-aim",1975,NULL
198352,"Lpidoptre, Le",1998,NULL
198353,"Lrida, capital de la fruta",1967,NULL
198354,"Ltjc koberec. Pt cesta nmornka Sindibda",1973,NULL
198355,Lto,1948,NULL
198356,"Lto s kovbojem",1976,6.6
198357,"Lvy et Goliath",1987,5.4
198358,"Lber Arce, liberarse",1969,NULL
198359,"Llian, a Suja",1981,NULL
198360,"Lmite del amor, El",1976,NULL
198361,"Lnea (Ferdinand Pascal)",1970,NULL
198362,"Lnea del cielo, La",1984,5.2
198363,"Lnea paterna, La",1995,NULL
198364,"Lnea, La",1992,NULL
198365,"Lneas cruzadas",1983,NULL
198366,"Lneas cruzadas",1987,NULL
198367,"Lneas de fuego",2002,NULL
198368,"Lneas de telfonos",1996,6.4
198369,"Lngua - Vidas em Portugus",2002,NULL
198370,"Lo de pap, El",1985,NULL
198371,"Los de Estefana, Los",1982,NULL
198372,"Los de Susana, Los",1986,NULL
198373,Ltost,1970,NULL
198374,"Lzin let do nebe",1937,NULL
198375,"Lzino stest",1939,NULL
198376,Lgs,1981,NULL
198377,Lt,1985,NULL
198379,Lggulf,1985,6
198380,Lgn,1996,2.7
198381,"Lhners Paula",1987,NULL
198382,Ljan,1996,NULL
198383,"Ljen och trar",1913,NULL
198384,"Ljen och trar",1924,NULL
198385,"Ljliga preciserna, De",1967,NULL
198386,"Ljtnant Galenpanna",1917,NULL
198387,"Ljtnant Galenpannas sista vxel",1919,NULL
198388,Ljtnantshjrtan,1942,NULL
198389,"Lrdagen den 5.10",1969,5.8
198390,Lrdagsgodis,1980,NULL
198391,Lrdagskvllar,1933,NULL
198392,"Lrinci fonban, A",1971,NULL
198393,"Lskekarl, En",1960,NULL
198394,"Lskekarl, En",1985,NULL
198395,"Lbske gasrr, Det",1909,NULL
198396,"Lfte fra SAS, Et",2003,NULL
198397,"Lgn og lvebrl",1961,NULL
198398,"Lgn over lgn",2003,NULL
198399,Lgneren,1970,6.4
198400,"Lkken amok",2003,NULL
198401,Lnfesten,2003,NULL
198402,Lperjenten,1981,5.1
198403,"Lrdag 11.57",1957,NULL
198404,"Lrdagskniv p en tirsdag, En",2004,NULL
198405,Lvejagten,1907,2.8
198406,Lvekvinden,2003,NULL
198407,Lvinden,2004,NULL
198408,"Lcia McCartney, Uma Garota de Programa",1971,NULL
198410,"Lcka, na ktorej spva vietor",1968,NULL
198411,"Ldas Matyi",1922,NULL
198412,"Ldas Matyi",1950,NULL
198413,"Ldas Matyi",1979,9
198414,"Lpez dejn",1995,NULL
198415,"L cha",2003,5.9
198416,"Lge zuviel, Eine",1998,NULL
198417,"Lge, Die",1950,NULL
198418,"Lge, Die",1998,NULL
198419,"Lgen auf Rgen",1931,NULL
198420,"Lgen haben hbsche Beine",1956,NULL
198421,"Lgenmaul, Das",1974,NULL
198422,Lger,1972,NULL
198424,"Lgner, Der",1961,6
198425,"Lgner, Der",1974,NULL
198426,"Lgnerin, Die",1992,NULL
198427,"Lks hayat",1950,NULL
198428,"Lmmel von der ersten Bank, Die",1968,4.1
198429,"Lsterne Teenies",1995,NULL
198430,"Lsterne Trke, Der",1971,NULL
198431,"Ltt Matten und die weie Muschel",1964,NULL
198432,Ltzower,1972,NULL
198433,"Ltzows wilde verwegene Jagd",1927,NULL
198434,"Lzzas Walkman",1989,NULL
198435,M,1931,8.5
198436,M,1951,6.7
198437,M,1986,NULL
198438,"M 3/2",1991,NULL
198439,"M de Amigo",1995,NULL
198440,"M de amor",2000,NULL
198441,"M for Michelangelo",2001,NULL
198442,"M Is for Man, Music, Mozart",1991,NULL
198443,"M People: One Night in Heaven",2000,NULL
198444,"M Station: Hawaii",1980,NULL
198445,"M Word, The",2004,NULL
198446,"M! Mom, Madonna & Me",2001,NULL
198447,"M' agapas",1989,5.9
198448,"M'Al Hahuravot",1938,NULL
198449,M'Ba-Raogo,1975,NULL
198450,M'Blimey,1931,NULL
198451,"M'en revenant par les pinettes",1977,NULL
198452,M'Liss,1915,NULL
198453,M'Liss,1918,NULL
198454,M'Liss,1936,NULL
198455,"M'lle Alma",1900,NULL
198456,"M'lle. Cathrina Bartho (1899/I)",1899,NULL
198457,"M'lle. Cathrina Bartho (1899/II)",1899,NULL
198458,"M'lle. Cathrina Bartho (1899/III)",1899,NULL
198459,"M'Lord of the White Road",1923,NULL
198460,"M'Ora'ot Wadi Salib",1979,NULL
198461,M'Pongo,1982,NULL
198462,"M'sieur la Caille",1955,NULL
198463,"M'sieurs dames",1997,NULL
198464,"M'Toleido L'Yerushalayim",1989,NULL
198465,"M'Tzalmim Sipur Ahava",1997,NULL
198466,"M*A*S*H, Tootsie & God: A Tribute to Larry Gelbart",1998,NULL
198467,"M*A*S*H: 30th Anniversary Reunion",2002,NULL
198468,"M*A*S*H: Goodbye, Farewell and Amen",1983,NULL
198469,"M*A*S*H: TV Tales",2002,NULL
198470,"M-G-M Jubilee Overture",1954,6.1
198471,"M-G-M Miniatures No. M-331: Changed Identity",1941,NULL
198472,"M-o-n-e-y Spells Love",1975,NULL
198473,"M. Bolot part en voyage",2002,NULL
198474,"M. Butterfly",1993,6.3
198476,"M. Dingemans en Mme. Babbel krijgen bezoek van den buiten",1942,NULL
198477,"M. Foudamour, la lune promise",1993,NULL
198478,"M. Klebs et Rosalie",1977,NULL
198479,"M. le comte de Dion",1902,NULL
198480,"M. le maudit",1982,NULL
198481,"M. Lumire Receiving Guests",1895,NULL
198482,"M. Night Shyamalan's Signs of Fear",2002,NULL
198483,"M. Parlov - Yug",1973,NULL
198484,"M. zkt. vr.",2000,NULL
198485,"M.A. Numminen Goes Tech-no",1995,6.9
198486,"M.A. Numminen Meets Schubert",1996,4.2
198487,"M.A. Numminen Sings Wittgenstein",1993,6.4
198488,"M.A. Numminen Turns Rabbit - The Universal Declaration of the Rights of the Rabbits",1999,5.9
198489,"M.A.D.D.: Mothers Against Drunk Drivers",1983,NULL
198490,"M.A.G.U.S. - a kivlasztottak",2001,2.2
198491,"M.A.N.: Matrix Adjusted Normal",1992,NULL
198492,M.A.N.T.I.S.,1994,NULL
198493,M.A.S.,1942,NULL
198494,"M.B. - Doamna cu trandafiri",2002,NULL
198495,"M.B. Curtis",1899,NULL
198496,"M.C. Escher: Sky and Water 1",1998,NULL
198497,"M.D. Geist",1996,NULL
198498,"M.D. Geist II",1997,NULL
198499,"M.D.C. - Maschera di cera",1997,5
198500,"M.G. Hakhanot Lepreda",1996,NULL
198501,"M.H. Pope Leo in a Chair",1898,NULL
198502,M.I.A.,1996,NULL
198505,"M.i.l.f.t. 2",2004,NULL
198506,M.i.l.t.f.,2002,NULL
198508,"M.i.l.t.f. 3",2003,NULL
198509,"M.i.l.t.f. 4",2003,NULL
198511,"M.i.l.t.f. 6",2003,NULL
198514,"M.i.l.t.f. 9",2004,NULL
198515,"M.L. Baugniet",1991,NULL
198516,M.L.A.,1957,NULL
198517,"M.O. of M.I.",2002,5.5
198518,"M.O.R. Than a Woman",1994,NULL
198519,M.O.V.I.E.,1986,NULL
198520,M.P.F.T.B.R.M.,1967,NULL
198521,"M.R. Stefnik",1935,NULL
198522,"M.T. Dome's Awful Night",1916,NULL
198523,"M.T.A. Model Turned Actor",2002,NULL
198524,M.U.L.E.,1983,NULL
198525,M.V.,1978,NULL
198526,"M/k Anette - en smand skifter kn",2003,NULL
198527,M/Other,1999,7
198528,M/S,1979,NULL
198529,"M/S Big Boss",1995,NULL
198530,"M2M and BBMak In Concert",2000,NULL
198532,MA,2002,NULL
198533,"MA 2412 - Die Staatsdiener",2003,3.6
198534,"Ma 6-T va crack-er",1997,5.5
198535,"Ma akdarshi",1946,NULL
198536,"Ma al naas",1964,NULL
198537,"Ma and Dad",1912,NULL
198538,"Ma and Pa",1922,NULL
198539,"Ma and Pa Kettle",1949,6
198540,"Ma and Pa Kettle at Home",1954,5.7
198541,"Ma and Pa Kettle at the Fair",1952,6.2
198542,"Ma and Pa Kettle at Waikiki",1955,4.9
198543,"Ma and Pa Kettle Back on the Farm",1951,6.1
198544,"Ma and Pa Kettle Go to Town",1950,5.9
198545,"Ma and Pa Kettle on Vacation",1953,5.9
198546,"Ma and Pa Play Poker",1914,NULL
198547,"Ma and the Boys",1913,NULL
198548,"Ma Barker's Killer Brood",1960,5.3
198549,"Ma blonde, entends-tu dans la ville?",1980,NULL
198550,"Ma camra et moi",2002,6
198551,"Ma che colpa abbiamo noi",2003,6.1
198552,"Ma che musica",1999,NULL
198553,"Ma che musica maestro",1971,NULL
198554,"Ma chi t'ha dato la patente?",1970,NULL
198555,"Ma chi te lo fa fare?",1948,NULL
198556,"Ma chi  questo Grifi?",1998,NULL
198557,"Ma chute du mur",2002,NULL
198558,"Ma chrie",1980,NULL
198559,"Ma concierge est trop jolie",1912,NULL
198562,"Ma deng ru lai shen zhang",1991,6.1
198563,"Ma Drives a Car",1916,NULL
198564,"Ma Ek Mandir",1988,NULL
198565,"Ma famille africaine",2004,NULL
198566,"Ma femme est formidable",1951,NULL
198567,"Ma femme est une actrice",2001,6.8
198568,"Ma femme est une panthre",1960,NULL
198569,"Ma femme et moi",1959,NULL
198570,"Ma femme me quitte",1996,2.6
198571,"Ma femme s'appelle reviens",1982,5.9
198572,"Ma femme, ma vache et moi",1953,NULL
198573,"Ma femme... homme d'affaires",1932,NULL
198574,"Ma femme... s'appelle Maurice",2002,3
198575,"Ma feng nu",1939,NULL
198576,"Ma feng nu",1979,NULL
198577,"Ma folle de soeur",2001,NULL
198579,"Ma hadda akhed mina haga",1955,NULL
198580,"Ma Hoggan's New Boarder",1915,NULL
198581,"Ma hou pao",1984,NULL
198582,"Ma je pomsta",1995,4.3
198583,"Ma Ko Po Lo",1975,7.1
198584,"Ma l'amor mio non muore",1913,8.8
198585,"Ma l'amor mio non muore",1938,NULL
198586,"Ma la hua",1960,NULL
198587,"Ma ling dao",1965,NULL
198588,"Ma liu guo hai",1982,NULL
198589,"Ma lu xiao tian shi",1957,NULL
198590,"Ma lu xiao ying xiong",1973,NULL
198591,"Ma lu ying xiong",1990,NULL
198592,"Ma lu ying xiong II fei fa sai che",1995,NULL
198593,"Ma ma fan fan",1995,7.7
198594,"Ma mre",2004,4.3
198596,"Ma no ike",1923,NULL
198597,"Ma no ogon",1950,NULL
198598,"Ma no toki",1985,NULL
198599,"Ma non per sempre",1991,NULL
198600,"Ma non  una cosa seria",1920,NULL
198601,"Ma non  una cosa seria",1936,NULL
198602,"Ma nuit chez Maud",1969,7.5
198603,"Ma olen vsinud vihkamast",1995,8
198605,"Ma petite entreprise",1999,6.3
198606,"Ma petite folie",1954,NULL
198607,"Ma petite marquise",1937,NULL
198608,"Ma petite Mimi",1996,NULL
198609,"Ma pole turist, ma elan siin",1988,NULL
198610,"Ma pomme",1950,4.5
198612,"Ma qiao fei long",1996,6.7
198613,"Ma quando arrivano le ragazze?",2004,NULL
198614,"Ma saison prfre",1993,7
198615,"Ma se abbiamo appena fatto l'amore",1998,NULL
198617,"Ma shen",1994,NULL
198618,"Ma Sheraiti B'Hebron",1999,6.9
198619,"Ma soeur chinoise",1994,NULL
198620,"Ma soeur de lait",1938,NULL
198621,"Ma soeur, mon amour",1992,NULL
198622,"Ma Space - Time in the Garden of Ryoan-Ji",1989,NULL
198623,"Ma Su Zhen bao xiong chou",1979,NULL
198624,"Ma takulshi la hada",1952,NULL
198625,"Ma tante d'Honfleur",1923,NULL
198626,"Ma tante d'Honfleur",1931,NULL
198627,"Ma tante d'Honfleur",1948,NULL
198628,"Ma tante dictateur",1939,NULL
198629,"Ma terre",1999,NULL
198630,"Ma Tries to Reduce",1915,NULL
198631,"Ma vagy holnap",1965,NULL
198632,"Ma vie",1993,NULL
198633,"Ma vie active",1999,NULL
198634,"Ma vie avec Baptiste",1997,NULL
198635,"Ma vie en cinmascope",2004,NULL
198636,"Ma vie en l'air",2001,NULL
198637,"Ma vie en plus",2001,NULL
198638,"Ma vie en rose",1997,7.4
198639,"Ma vie est un enfer",1991,6.4
198640,"Ma vie, c'est  moi",1986,NULL
198641,"Ma voisine danse le ska",2003,5.9
198642,"Ma vraie vie  Rouen",2002,7
198643,"Ma Wing-Jing",1997,6.1
198644,"Ma xi chun qiu",1957,NULL
198645,"Ma xi tuan de xin jie mu",1961,NULL
198646,"Ma xi xiao zi",1994,5.5
198647,"Ma yi chuan qi",1990,NULL
198648,"Ma yong zhen",1972,7.9
198649,"Ma Yongzhen, a Hero of Shandong Province",1961,NULL
198650,"Ma s holnap",1912,NULL
198651,"Ma'a May We Go Out",1984,NULL
198652,"Ma'agalim Shel Shi-Shabbat",1980,NULL
198653,"Ma'ali al wazir",2003,7.9
198654,"Ma'aseh B'Monit",1956,NULL
198655,"Ma'bad al-hub",1961,NULL
198656,"Ma'm, turuan mo ako",1998,NULL
198657,"Ma's Apron Strings",1913,NULL
198658,"Ma's Girls",1915,NULL
198659,"Ma's Wipe Your Feet Campaign",1921,NULL
198660,"Ma, He's Making Eyes at Me",1940,NULL
198661,Ma-ma,1976,9
198662,Maa,1934,NULL
198663,Maa,1952,NULL
198664,Maa,1956,NULL
198665,Maa,1959,NULL
198666,Maa,1961,NULL
198667,Maa,1976,NULL
198668,Maa,1983,NULL
198669,Maa,1989,NULL
198670,Maa,1992,NULL
198671,Maa,2001,6
198672,"Maa Aur Mamta",1970,NULL
198673,"Maa Baap",1944,NULL
198674,"Maa Baap",1960,NULL
198675,"Maa Baap Ki Laaj",1946,NULL
198676,"Maa Babu",1960,NULL
198677,"Maa Beta",1962,NULL
198678,"Maa Beti",1986,NULL
198679,"Maa Bhoomi",1979,NULL
198680,"Maa Bipat Tarini Chandi",1981,NULL
198681,"Maa Daivam",1976,NULL
198682,"Maa Dikri",1978,NULL
198683,"Maa Durga",1921,NULL
198684,"Maa Gopi",1954,NULL
198685,"Maa Iddari Katha",1977,NULL
198686,"Maa Inti Jyothi",1972,NULL
198687,"Maa Inti Mahalakshmi",1959,NULL
198688,"Maa Inti Premayanam",1983,NULL
198689,"Maa Inti Velugu",1972,NULL
198690,"Maa Ka Aanchal",1970,NULL
198691,"Maa Ka Pyaar",1949,NULL
198692,"Maa Kasam",1985,NULL
198693,"Maa Ke Aansoo",1959,NULL
198694,"Maa Khodal Taro Khamkaro",1989,NULL
198695,"Maa Ki Mamta",1936,NULL
198696,"Maa Ki Saugandh",1986,NULL
198697,"Maa Nanna Nirdoshi",1970,NULL
198698,"Maa Nannaki Pelli",1997,NULL
198699,"Maa on syntinen laulu",1973,7.2
198700,"Maa Ooru",1987,NULL
198701,"Maa Telugu Talli",1988,NULL
198702,"Maa Tujhhe Salaam",2002,3.6
198703,"Maa Vadina",1967,NULL
198704,"Maa Vina Soona Sansar",1982,NULL
198705,Maa-o-Mamata,1980,NULL
198706,Maachis,1996,8.1
198707,Maafia,1996,NULL
198708,"Maahi Mera Chaan Varga",1987,NULL
198709,Maahir,1996,NULL
198710,"Maai hung paak yan",2001,7.9
198711,"Maailman kaunein tytt",1953,6.2
198712,"Maailman pisin talk show",1998,NULL
198713,"Maailmat kohtaavat - XV Olympiakisat Helsingiss 1952",1952,NULL
198714,"Maakusu no yama",1995,6.9
198715,"Maal ayyam",1958,NULL
198716,"Maala Yogam",1990,NULL
198717,"Maalaala mo kaya",1954,NULL
198718,"Maalaala mo kaya",1973,NULL
198719,"Maalaala mo kaya",1997,NULL
198720,"Maalaala mo kaya: The Movie",1994,NULL
198721,Maalaislkri,1995,NULL
198722,Maalamaal,1988,NULL
198723,"Maalesh ya zahar",1950,NULL
198724,Maaletulek,1973,NULL
198725,Maalik,1972,NULL
198726,"Maalika Paniyunnavar",1979,NULL
198727,Maalmasala,1989,NULL
198728,Maami,2001,NULL
198729,"Maamiehen pivkirja",2001,NULL
198730,Maamir,1998,NULL
198731,Maan,1954,NULL
198732,Maan,2002,NULL
198733,"Maan Abhiman",1980,NULL
198734,"Maan Apmaan",1979,NULL
198735,"Maan Gaye Ustad",1981,NULL
198736,"Maan ilal abad",1960,NULL
198737,"Maan Jaaiye",1972,NULL
198738,"Maan Maryaada",1984,NULL
198739,"Maan ung fung wan",2001,6.5
198740,"Maan Waan Thandian Chaawaan",1984,NULL
198741,Maanantai,1984,NULL
198742,Maanantai,2004,NULL
198743,"Maanasa Sarovara",1982,NULL
198744,Maanbhanjan,1923,NULL
198745,"Maand later, Een",1987,6.7
198746,"Maand op het land, Een",1979,NULL
198747,"Maang Bharo Sajana",1980,NULL
198748,"Maang gwai jeung yan toi",1998,5
198749,"Maang gwai jut laai ok",1997,NULL
198750,"Maang gwai lui sau gung",1999,NULL
198751,"Maangamizi: The Ancient One",2001,8.5
198752,Maanmizhiyaal,1990,NULL
198753,"Maanthrika Cheppu",1992,NULL
198754,Maanthrikam,1995,NULL
198755,"Maanu Mangalsutra",1985,NULL
198756,"Maappilai Vandhaachu",1992,NULL
198757,"Maarek hob",2004,NULL
198758,"Maaret - tunturien tytt",1947,NULL
198759,"Maariyamman Thiruvizha",1978,NULL
198760,"Maarouf el Badawi",1936,NULL
198761,"Maarouf el eskafi",1947,NULL
198762,"Maarschalk Foch bezoekt het bezettingsleger",1914,NULL
198763,"Maasaierne og de gode hensigter",1992,NULL
198764,Maashuka,1987,NULL
198765,"Maathru Devatha",1970,NULL
198766,"Maathu Thappadha Maga",1978,NULL
198767,"Maati Maange Khoon",1984,NULL
198768,Maattoli,1978,NULL
198769,"Maattuvin Chattangale",1982,NULL
198770,Maaveran,1986,NULL
198771,Maavichiguru,1996,NULL
198772,Maavidakulu,1998,NULL
198773,"Maavuri Magaadu",1988,NULL
198774,"Maayadhaari Krishnudu",1980,NULL
198775,Maayi,2001,NULL
198776,Maaz,1999,NULL
198777,"Mababangong bangungot",1977,6.2
198778,Mabango,1997,NULL
198779,"Mabatim, Israel 2002",2002,NULL
198780,"Mabel and Fatty Viewing the World's Fair at San Francisco",1915,4.8
198781,"Mabel and Fatty's Married Life",1915,5.1
198782,"Mabel and Fatty's Simple Life",1915,5.9
198783,"Mabel and Fatty's Wash Day",1915,6.1
198784,"Mabel at the Wheel",1914,4.6
198785,"Mabel Lost and Won",1915,NULL
198786,"Mabel Mercer: A Singer's Singer",1979,NULL
198787,"Mabel's Adventures",1912,NULL
198788,"Mabel's Awful Mistakes",1913,NULL
198789,"Mabel's Bare Escape",1914,NULL
198790,"Mabel's Beau",1912,NULL
198791,"Mabel's Blunder",1914,NULL
198792,"Mabel's Busy Day",1914,5.4
198793,"Mabel's Dramatic Career",1913,5.8
198794,"Mabel's Heroes",1913,NULL
198795,"Mabel's Latest Prank",1914,NULL
198796,"Mabel's Lovers",1912,NULL
198797,"Mabel's Married Life",1914,5.7
198798,"Mabel's New Hero",1913,NULL
198799,"Mabel's New Job",1914,NULL
198800,"Mabel's Stormy Love Affair",1913,NULL
198801,"Mabel's Strange Predicament",1914,5.2
198802,"Mabel's Stratagem",1912,NULL
198803,"Mabel's Wilful Way",1915,NULL
198804,"Mabel, Fatty and the Law",1915,5.7
198805,"Mabeobui seong",2002,NULL
198806,"Mabilis paa't kamay",1966,NULL
198807,"Mabka el oshak",1966,NULL
198808,"Mabo: Life of an Island Man",1997,NULL
198809,"Mabodet el gamahir",1967,2.7
198810,"Maboroshi kurozukin - yami ni tobu kage",1967,3.3
198811,"Maboroshi no hikari",1995,7.4
198812,"Maboroshi no mizuumi",1982,NULL
198813,"Maboroshi no uma",1955,NULL
198814,"Maboroshi panti",1991,NULL
198815,"Maboroshi toro no onna",1961,NULL
198816,"Mabrouk Again",2000,NULL
198817,"Mabrouk aleki",1949,NULL
198818,"Mabrouk, El",1960,NULL
198819,"Mabruk Alik",1974,NULL
198820,Mabu,1961,NULL
198821,Mabudachi,2001,6.7
198822,"Mabuhay ka sa baril",1986,NULL
198823,Mabul,1927,NULL
198824,Mabul,2002,NULL
198825,"Mabuta no haha",1931,NULL
198826,"Mabuta no haha",1962,5.5
198827,"Mabuta no senjo",1940,NULL
198828,Mac,1992,5.7
198829,"Mac and Me",1988,3.3
198830,"Mac Davis Christmas Special, The",1977,NULL
198831,"Mac Kelly, Life in the Director's Chair",2001,NULL
198832,"Mac's Beth",1925,NULL
198833,"Mac's Mill",1976,NULL
198834,Macabre,1958,5.3
198835,"Macabre Pair of Shorts",1996,9.4
198836,"Macabre Theatre Halloween Special",2003,NULL
198837,Macabro,1980,5.3
198838,"Macabro Dr. Scivano, O",1971,NULL
198839,"Macaco Feio... Macaco Bonito",1929,NULL
198840,Macadam,1946,NULL
198841,"Macadam tribu",1996,7.7
198842,"Macahans, The",1976,NULL
198843,"Macak pod sljemom",1962,NULL
198844,Macao,1952,6.1
198845,Macao,1997,NULL
198846,"Macao oder die Rckseite des Meeres",1988,8.6
198847,"Macao, l'enfer du jeu",1942,5.8
198848,Macarena,1944,NULL
198849,"Macarian ko",1987,NULL
198850,Macario,1960,7.7
198851,Macario,1973,NULL
198852,"Macario contro Zagomar",1944,NULL
198853,"Macario Leyva",1999,NULL
198854,MacArthur,1977,6.3
198855,"MacArthur Park (2001/I)",2001,6.3
198856,"MacArthur Story, The",1952,NULL
198857,Macau,1928,NULL
198858,Macau,1961,NULL
198859,"Macau de Hoje",1971,NULL
198860,"Macau, Cidade do Santo Nome de Deus",1952,NULL
198861,Macbeth,1908,NULL
198862,Macbeth,1909,NULL
198863,Macbeth,1910,NULL
198864,Macbeth,1911,NULL
198865,Macbeth,1913,NULL
198866,Macbeth,1915,NULL
198867,Macbeth,1916,NULL
198868,Macbeth,1922,NULL
198869,Macbeth,1946,NULL
198870,Macbeth,1948,7.3
198871,Macbeth,1949,NULL
198872,Macbeth,1955,NULL
198873,Macbeth,1959,NULL
198874,Macbeth,1960,NULL
198875,Macbeth,1961,NULL
198876,Macbeth,1965,NULL
198877,Macbeth,1966,NULL
